STATION,DATE,PRCP,TAVG,TMAX,TMIN
GR000016716,1/17/1994,0,14.3,16.8,11.4
GR000016716,1/18/1994,0,14.8,17.2,12.8
GR000016716,1/19/1994,0,14.2,17.2,10.6
GR000016716,1/20/1994,0.1,12.8,15,11
GR000016716,1/21/1994,8.1,13,16.4,10.4
GR000016716,1/22/1994,2.4,9.8,13,8.8
GR000016716,1/23/1994,0,8.7,11.4,6.8
GR000016716,1/24/1994,0,8.8,14,3.8
GR000016716,1/25/1994,0,10.2,14.6,4.6
GR000016716,1/26/1994,0,10.7,15.4,5.4
GR000016716,1/27/1994,10.9,11.3,16.6,7.6
GR000016716,1/28/1994,0,9.9,12.4,8.2
GR000016716,1/29/1994,23.9,6.6,11.4,2
GR000016716,1/30/1994,28.6,5.7,8.4,2.4
GR000016716,1/31/1994,1.2,6.4,10,4
GR000016716,2/1/1994,0,8.8,13.2,3
GR000016716,2/2/1994,0,9.6,14,4.6
GR000016716,2/3/1994,0,10,14.8,5.6
GR000016716,2/4/1994,0,11.1,16,7
GR000016716,2/5/1994,0,11.9,16.6,7
GR000016716,2/6/1994,0,14,17.2,8
GR000016716,2/7/1994,10.2,12.9,15.6,11.2
GR000016716,2/8/1994,5.1,11,13.8,10.4
GR000016716,2/9/1994,0,9.9,12.2,6
GR000016716,2/10/1994,0,9.4,11.8,8
GR000016716,2/11/1994,0,9.3,13,5.4
GR000016716,2/12/1994,11.3,8.3,10.8,7.4
GR000016716,2/13/1994,0,7.7,9.4,6
GR000016716,2/14/1994,5.7,6.8,8.2,5
GR000016716,2/15/1994,0.1,6.1,7.2,5
GR000016716,2/16/1994,0,6.6,6.8,4.4
GR000016716,2/17/1994,0,9.3,12.6,6.6
GR000016716,2/18/1994,0,11.4,15,5.8
GR000016716,2/19/1994,0.4,14.4,16.8,13.2
GR000016716,2/20/1994,0.3,12.2,15.4,10
GR000016716,2/21/1994,0.1,11.3,13.6,8.2
GR000016716,2/22/1994,0,11.1,13.2,9
GR000016716,2/23/1994,0,10.8,15,6.2
GR000016716,2/24/1994,0,12.3,14.4,7.6
GR000016716,2/25/1994,0,15.4,19,12.8
GR000016716,2/26/1994,0,13.1,16.4,11.2
GR000016716,2/27/1994,0,11.8,16.2,6
GR000016716,2/28/1994,0,12.7,17.2,7.2
GR000016716,3/1/1994,0,12.4,17.4,8.4
GR000016716,3/2/1994,0,12.8,16.6,7.4
GR000016716,3/3/1994,0,14.9,20,9.2
GR000016716,3/4/1994,0.4,14.6,17.4,11
GR000016716,3/5/1994,2,11.8,14,7.2
GR000016716,3/6/1994,0.5,10.3,14,7.8
GR000016716,3/7/1994,0,10.5,14.4,4
GR000016716,3/8/1994,0,11.9,16.4,6
GR000016716,3/9/1994,1.5,11.8,14.8,10.2
GR000016716,3/10/1994,0,10,12.6,8
GR000016716,3/11/1994,0,11.3,14.2,8.2
GR000016716,3/12/1994,0,10.9,14.8,8.4
GR000016716,3/13/1994,0,10.1,14.6,4.6
GR000016716,3/14/1994,0,13.4,18.6,7
GR000016716,3/15/1994,0,14.2,18.4,9.4
GR000016716,3/16/1994,0,15.4,19.2,11
GR000016716,3/17/1994,0,15.4,19,13
GR000016716,3/18/1994,5.6,13.4,15.6,12
GR000016716,3/19/1994,0,13.2,18,10
GR000016716,3/20/1994,0,13.6,18.6,7
GR000016716,3/21/1994,0,14.7,19.4,8.8
GR000016716,3/22/1994,0,14.5,18.8,9
GR000016716,3/23/1994,0,15,19.2,12
GR000016716,3/24/1994,0,13.6,18.6,9.8
GR000016716,3/25/1994,0,14,19,8.8
GR000016716,3/26/1994,0,15,17.6,11.2
GR000016716,3/27/1994,0,15.1,17.6,11
GR000016716,3/28/1994,9.6,13.4,16.2,11.4
GR000016716,3/29/1994,0.1,10.9,12.8,8.8
GR000016716,3/30/1994,0,11.1,14,8
GR000016716,3/31/1994,0,12.9,17.8,8.4
GR000016716,4/1/1994,0,12.2,16.4,5.6
GR000016716,4/2/1994,0,14.6,17.8,10
GR000016716,4/3/1994,0,16.2,19.6,12.6
GR000016716,4/4/1994,0,15.1,18.4,9.2
GR000016716,4/5/1994,11.7,14.6,17.2,13
GR000016716,4/6/1994,6.1,14.4,19.2,11
GR000016716,4/7/1994,2.2,12.7,16.2,10.2
GR000016716,4/8/1994,0,13.9,16.8,9.2
GR000016716,4/9/1994,0,15.4,19.2,11.6
GR000016716,4/10/1994,0,14.9,17.8,10.6
GR000016716,4/11/1994,0,15.6,18.4,13
GR000016716,4/12/1994,0,19.1,23.8,12.2
GR000016716,4/13/1994,0,18.1,22.4,15
GR000016716,4/14/1994,0,15.9,20.4,9.5
GR000016716,4/15/1994,0,15.5,19,10
GR000016716,4/16/1994,0,16.6,19.4,13.4
GR000016716,4/17/1994,0,18.7,23.4,14.4
GR000016716,4/18/1994,0,17.5,22,11
GR000016716,4/19/1994,0,17.5,22.2,10.8
GR000016716,4/20/1994,0,20.1,27,15.6
GR000016716,4/21/1994,0,18,22,14.6
GR000016716,4/22/1994,1,18.4,23,16.4
GR000016716,4/23/1994,0,17.5,20.6,10.5
GR000016716,4/24/1994,0.4,16.3,19.4,14.4
GR000016716,4/25/1994,0,16.8,20.6,10.5
GR000016716,4/26/1994,0,17.2,21.4,11.4
GR000016716,4/27/1994,0,20.2,25.8,13
GR000016716,4/28/1994,0,20.3,23.6,17.4
GR000016716,4/29/1994,0,19.1,23.4,16
GR000016716,4/30/1994,0,17.4,22.8,13
GR000016716,5/1/1994,0,17.4,21.6,13.6
GR000016716,5/2/1994,0,17.8,22.8,11.8
GR000016716,5/3/1994,0,18.4,23.6,13.5
GR000016716,5/4/1994,0,17.3,21.4,14
GR000016716,5/5/1994,0,17.7,22.8,12
GR000016716,5/6/1994,0,17.5,21.2,12.6
GR000016716,5/7/1994,40,14.2,18.4,13.2
GR000016716,5/8/1994,0,17.2,21.8,13.4
GR000016716,5/9/1994,0.6,17.2,20.6,14.4
GR000016716,5/10/1994,3.6,16.8,20.6,14.6
GR000016716,5/11/1994,3.7,16.6,21.2,13.2
GR000016716,5/12/1994,0,17.8,22.4,13
GR000016716,5/13/1994,0,18.3,23,14
GR000016716,5/14/1994,0,18.9,22.4,15
GR000016716,5/15/1994,0,19.9,24,15.6
GR000016716,5/16/1994,0,20.6,26,14
GR000016716,5/17/1994,0,20.8,25,14.8
GR000016716,5/18/1994,0,20.9,25.6,15
GR000016716,5/19/1994,0,22.6,27,17.4
GR000016716,5/20/1994,0,21.2,26,18
GR000016716,5/21/1994,0,22,26,15.8
GR000016716,5/22/1994,0,22.7,28.4,17.8
GR000016716,5/23/1994,0,25.6,33.4,17
GR000016716,5/24/1994,0,24.4,30.8,19
GR000016716,5/25/1994,0,25.2,31.2,19
GR000016716,5/26/1994,0,26.3,32.2,20.4
GR000016716,5/27/1994,0,26.1,30.2,20
GR000016716,5/28/1994,0,27.6,33.4,22.8
GR000016716,5/29/1994,0,26,30.5,22.8
GR000016716,5/30/1994,0,24.6,31,19
GR000016716,5/31/1994,1,23.6,29.6,19.2
GR000016716,6/1/1994,0.6,21.6,25.6,18.4
GR000016716,6/2/1994,0,23.3,29.2,17.4
GR000016716,6/3/1994,0,23,28.6,17.4
GR000016716,6/4/1994,0,23.9,28.6,17.6
GR000016716,6/5/1994,0,25.9,30,22
GR000016716,6/6/1994,0,24.1,28.8,21.2
GR000016716,6/7/1994,10,17.4,23,14.4
GR000016716,6/8/1994,0,18.8,23.8,14.4
GR000016716,6/9/1994,0,20.4,24.6,14.4
GR000016716,6/10/1994,0,21.7,26.8,16.6
GR000016716,6/11/1994,0,22.6,26.4,17.8
GR000016716,6/12/1994,0,22.9,27.4,18.6
GR000016716,6/13/1994,0,23.3,27,17
GR000016716,6/14/1994,0,24.6,28.2,18.6
GR000016716,6/15/1994,0,23.4,26.8,20.6
GR000016716,6/16/1994,0,22.6,27,19.6
GR000016716,6/17/1994,0,22.8,27,18.4
GR000016716,6/18/1994,0,25.1,29.2,19.8
GR000016716,6/19/1994,0,24.8,29.2,19
GR000016716,6/20/1994,0,25.8,30.8,18.8
GR000016716,6/21/1994,0,27.7,34,22.4
GR000016716,6/22/1994,0,27.2,32.4,24
GR000016716,6/23/1994,0,26.4,29.8,22.6
GR000016716,6/24/1994,0,28.3,33.8,23
GR000016716,6/25/1994,0,28.3,33.4,23
GR000016716,6/26/1994,0,27.1,30.2,23.2
GR000016716,6/27/1994,0,27.3,32,22.8
GR000016716,6/28/1994,0,28.8,34.6,23.4
GR000016716,6/29/1994,0,29.7,35.8,20
GR000016716,6/30/1994,0,30.5,34.6,27
GR000016716,7/1/1994,0,28.4,34.6,24.6
GR000016716,7/2/1994,0,26.6,34.7,20.6
GR000016716,7/3/1994,0,29.6,34,21
GR000016716,7/4/1994,0,28.9,34,23.2
GR000016716,7/5/1994,0,29.8,34.6,24
GR000016716,7/6/1994,0,28.6,33.8,23.6
GR000016716,7/7/1994,0,28.4,33.2,23.8
GR000016716,7/8/1994,0,29.8,35,24
GR000016716,7/9/1994,0,29.1,33.6,23.8
GR000016716,7/10/1994,11.8,25.6,32,20.6
GR000016716,7/11/1994,0,24.1,28,19
GR000016716,7/12/1994,0,24.5,28.6,21
GR000016716,7/13/1994,0,24.8,29.4,20.2
GR000016716,7/14/1994,0,26.3,31,20.6
GR000016716,7/15/1994,0,28.2,32.4,22.4
GR000016716,7/16/1994,0,28.2,31.5,23
GR000016716,7/17/1994,0,28.2,31.5,24.6
GR000016716,7/18/1994,0,28.7,33,25.2
GR000016716,7/19/1994,0,28.3,34.2,23.6
GR000016716,7/20/1994,0,27,31,20.4
GR000016716,7/21/1994,0,26.9,31.2,21.4
GR000016716,7/22/1994,0,27.7,34.2,20
GR000016716,7/23/1994,0,29,33.4,24.6
GR000016716,7/24/1994,0,29.2,32.4,25.8
GR000016716,7/25/1994,0,28.6,31.6,24.2
GR000016716,7/26/1994,0,27.8,31.8,24
GR000016716,7/27/1994,0,28.1,31.2,25.2
GR000016716,7/28/1994,0,27.9,31.6,23
GR000016716,7/29/1994,0,28.2,32.8,22
GR000016716,7/30/1994,0,28.2,32.2,22.4
GR000016716,7/31/1994,0,28,32.5,23.4
GR000016716,8/1/1994,0,27.6,32.4,21.4
GR000016716,8/2/1994,0,27.7,33.4,21.8
GR000016716,8/3/1994,0,29.9,35,23.8
GR000016716,8/4/1994,0,30.8,34.8,27
GR000016716,8/5/1994,0,30.9,34.4,27.8
GR000016716,8/6/1994,0,28.8,32,25.2
GR000016716,8/7/1994,0,27.7,32.2,24.2
GR000016716,8/8/1994,0,28.2,33.4,20.4
GR000016716,8/9/1994,0,27.8,35.2,21.8
GR000016716,8/10/1994,0,27.8,33.4,20.6
GR000016716,8/11/1994,0,29.6,35.4,23.2
GR000016716,8/12/1994,0,30.8,36.8,23.4
GR000016716,8/13/1994,0,31.3,38.4,27.4
GR000016716,8/14/1994,0,31.2,38.4,24.8
GR000016716,8/15/1994,0,30.1,37.4,23.6
GR000016716,8/16/1994,0,30.3,35,25.4
GR000016716,8/17/1994,0,28.6,33.4,25.6
GR000016716,8/18/1994,0,27.4,32.2,24
GR000016716,8/19/1994,0,28.3,32.8,22
GR000016716,8/20/1994,0,28.3,33.4,24.8
GR000016716,8/21/1994,0,29.7,35.6,22.2
GR000016716,8/22/1994,0,30.9,36.2,24.7
GR000016716,8/23/1994,0,30.4,36.2,24
GR000016716,8/24/1994,0,29.3,35.4,24.2
GR000016716,8/25/1994,0,27.6,31.8,23
GR000016716,8/26/1994,0,28.1,33.8,23
GR000016716,8/27/1994,0,27.2,32.2,23.6
GR000016716,8/28/1994,0,26.8,32.6,23.8
GR000016716,8/29/1994,0,26.6,30.8,21.4
GR000016716,8/30/1994,0,27.9,33,21.4
GR000016716,8/31/1994,0,28.9,34,24.4
GR000016716,9/1/1994,0,28.4,33.2,25.2
GR000016716,9/2/1994,0,28.4,32.4,25.6
GR000016716,9/3/1994,0,28.3,33.6,22.4
GR000016716,9/4/1994,0,27.3,31.6,23.8
GR000016716,9/5/1994,0,26.7,32,22.2
GR000016716,9/6/1994,0,27.1,31.6,20.6
GR000016716,9/7/1994,0,27.8,33.6,21.6
GR000016716,9/8/1994,0,27.9,32.8,25.2
GR000016716,9/9/1994,0,25.9,31,21
GR000016716,9/10/1994,0,27.3,32.4,23.6
GR000016716,9/11/1994,0,27.6,33,21.2
GR000016716,9/12/1994,0,29.8,36,22.2
GR000016716,9/13/1994,0,28,33.6,20.8
GR000016716,9/14/1994,0,26.9,31.8,20.6
GR000016716,9/15/1994,0,27.4,33,20
GR000016716,9/16/1994,0,28.9,34,25
GR000016716,9/17/1994,0,26.4,31.8,19.4
GR000016716,9/18/1994,0,26.6,31.2,21
GR000016716,9/19/1994,0,26.8,32.2,22.2
GR000016716,9/20/1994,0,25.6,30.4,22.2
GR000016716,9/21/1994,0,24.2,28.4,18.8
GR000016716,9/22/1994,0,24.9,31,19.2
GR000016716,9/23/1994,0,26.7,30.6,22.6
GR000016716,9/24/1994,0,26.9,31.8,22.2
GR000016716,9/25/1994,0,26.3,31.6,20.2
GR000016716,9/26/1994,0,26.2,32,22.2
GR000016716,9/27/1994,0,24.8,30.2,18.6
GR000016716,9/28/1994,0,25.5,30.4,19.4
GR000016716,9/29/1994,0,25.9,31.2,20.4
GR000016716,9/30/1994,0,26.2,31.5,19
GR000016716,10/1/1994,0,26.7,31,21.4
GR000016716,10/2/1994,0,25.7,30.6,20.8
GR000016716,10/3/1994,0,25.4,29.8,19.8
GR000016716,10/4/1994,0,24.9,28.8,20.2
GR000016716,10/5/1994,0,25,29.8,20
GR000016716,10/6/1994,0,24.1,29.4,20
GR000016716,10/7/1994,1,23,27.4,21
GR000016716,10/8/1994,0,24,28.4,18.4
GR000016716,10/9/1994,0,24,29.8,19.4
GR000016716,10/10/1994,0,23.8,27.6,21.6
GR000016716,10/11/1994,0,22.8,26.2,21.4
GR000016716,10/12/1994,0,21.6,25,19.4
GR000016716,10/13/1994,0,19.3,23,17.4
GR000016716,10/14/1994,0,17.7,20.6,15.6
GR000016716,10/15/1994,0.1,19.3,22.6,15.6
GR000016716,10/16/1994,0,19.8,24.4,15.2
GR000016716,10/17/1994,4.5,19.1,24.2,15
GR000016716,10/18/1994,0,18.9,23.8,14.4
GR000016716,10/19/1994,0,19.9,21.8,18.2
GR000016716,10/20/1994,0,19.9,22.8,17.6
GR000016716,10/21/1994,19.6,19.6,20.6,17.6
GR000016716,10/22/1994,42.7,20.4,23.2,18.6
GR000016716,10/23/1994,0,19.8,21.6,18.6
GR000016716,10/24/1994,0,20.7,24,18
GR000016716,10/25/1994,1,20.7,24.4,18.2
GR000016716,10/26/1994,0,19.4,24.8,15.8
GR000016716,10/27/1994,0,19.4,24.6,14.6
GR000016716,10/28/1994,0,20.1,25.4,15.8
GR000016716,10/29/1994,0,20.1,24.2,16
GR000016716,10/30/1994,0,20.7,25.6,18.4
GR000016716,10/31/1994,0,19.5,25.4,15.2
GR000016716,11/1/1994,0,18.8,23.8,13.8
GR000016716,11/2/1994,0,19.5,24,14.8
GR000016716,11/3/1994,0,18.7,24,15
GR000016716,11/4/1994,0,18.8,22,16.2
GR000016716,11/5/1994,0,15.8,18.6,14.8
GR000016716,11/6/1994,0,12.4,15,11.2
GR000016716,11/7/1994,0,12.1,14.6,8
GR000016716,11/8/1994,0,15.8,18.2,12.6
GR000016716,11/9/1994,20.1,17.9,20.4,16
GR000016716,11/10/1994,0,17.7,22.2,13.8
GR000016716,11/11/1994,0,20.1,23.2,15.8
GR000016716,11/12/1994,0.3,19.7,22.2,18
GR000016716,11/13/1994,0,16,19.4,14.4
GR000016716,11/14/1994,0,12.9,15.6,11.4
GR000016716,11/15/1994,0,11.2,14.4,10
GR000016716,11/16/1994,0,12.5,18,6.8
GR000016716,11/17/1994,0,15,18.8,11.2
GR000016716,11/18/1994,13.6,13.7,16,12.8
GR000016716,11/19/1994,1.4,13.4,15,12.2
GR000016716,11/20/1994,0,11.8,13.6,10.4
GR000016716,11/21/1994,0,10.3,12.6,8.6
GR000016716,11/22/1994,0,12.9,17.6,7.4
GR000016716,11/23/1994,0,12.2,14.2,10.8
GR000016716,11/24/1994,0,11.7,16.6,7
GR000016716,11/25/1994,0,12.7,18.2,8
GR000016716,11/26/1994,0,11.5,16,7.6
GR000016716,11/27/1994,0,8.3,11.2,6.8
GR000016716,11/28/1994,0,7.4,10.8,4.6
GR000016716,11/29/1994,0,8.4,12.6,4.4
GR000016716,11/30/1994,0,11.2,17.4,6.6
GR000016716,12/1/1994,0.1,7.1,11.6,5.4
GR000016716,12/2/1994,5.7,3.8,5.4,2.8
GR000016716,12/3/1994,0,5.9,9.2,3.8
GR000016716,12/4/1994,0,8.6,14.2,3.2
GR000016716,12/5/1994,0,11.1,15.8,6
GR000016716,12/6/1994,0,12.6,17.4,7
GR000016716,12/7/1994,0,14.1,17.8,10.6
GR000016716,12/8/1994,0,14.3,18.2,11.2
GR000016716,12/9/1994,0,14,17.6,13.4
GR000016716,12/10/1994,0,13.8,18,10.6
GR000016716,12/11/1994,3.4,12.6,15,11.6
GR000016716,12/12/1994,0,11.8,17.2,7.8
GR000016716,12/13/1994,0,12.3,17.8,9
GR000016716,12/14/1994,0,12.6,17.6,7.4
GR000016716,12/15/1994,1.7,10.3,15.2,7
GR000016716,12/16/1994,0.2,6.4,8,5.4
GR000016716,12/17/1994,0,6.8,10,5.4
GR000016716,12/18/1994,0,5.4,7.2,4.4
GR000016716,12/19/1994,0,6.8,9,4
GR000016716,12/20/1994,0,8.3,11.4,4.8
GR000016716,12/21/1994,33.4,10.8,13.4,8.4
GR000016716,12/22/1994,11.8,13,15.6,10.8
GR000016716,12/23/1994,1.4,14.7,17,9.8
GR000016716,12/24/1994,0,15.9,17.6,14.4
GR000016716,12/25/1994,0,15.6,16.6,14.2
GR000016716,12/26/1994,31.2,14.5,16,12.6
GR000016716,12/27/1994,16,10.8,13.8,10.2
GR000016716,12/28/1994,0,9.9,13.8,8.4
GR000016716,12/29/1994,0,9.6,15,5.4
GR000016716,12/30/1994,0,10.9,15.8,6
GR000016716,12/31/1994,0,14.7,17.4,10
GR000016716,1/1/1995,0,17.6,20.2,13.6
GR000016716,1/2/1995,0,17.6,19.6,16.8
GR000016716,1/3/1995,10.2,12.5,17,10.4
GR000016716,1/4/1995,3,10.5,13.4,7.6
GR000016716,1/5/1995,0,11.2,14.8,7.4
GR000016716,1/6/1995,9.8,12.5,15.2,10.2
GR000016716,1/7/1995,3.3,11.2,14.4,8.2
GR000016716,1/8/1995,0,11.2,13.8,9.6
GR000016716,1/9/1995,0,11,14.2,9
GR000016716,1/10/1995,0,9.1,12.6,7.4
GR000016716,1/11/1995,0,10.3,14.8,5.6
GR000016716,1/12/1995,0,12.9,15,9.8
GR000016716,1/13/1995,14.4,8.6,14.4,6.8
GR000016716,1/14/1995,38.4,6.9,9.2,6
GR000016716,1/15/1995,2.2,5.9,8.2,4
GR000016716,1/16/1995,0,5.3,7.4,4
GR000016716,1/17/1995,0.1,4.7,6,3
GR000016716,1/18/1995,0,5.9,8.8,1.2
GR000016716,1/19/1995,0,9.6,14.4,3.8
GR000016716,1/20/1995,2.4,10.2,13,8.8
GR000016716,1/21/1995,0,7.2,9.2,6.2
GR000016716,1/22/1995,0,7.5,11.4,2.6
GR000016716,1/23/1995,0,10.5,14.8,6.6
GR000016716,1/24/1995,0,13.6,16.2,8.2
GR000016716,1/25/1995,0,13.2,17,11.4
GR000016716,1/26/1995,0,12.6,18.2,9
GR000016716,1/27/1995,0,13.8,17.4,8.2
GR000016716,1/28/1995,0,10.9,16.6,9.2
GR000016716,1/29/1995,0,9.9,15,5.4
GR000016716,1/30/1995,0,11.7,17,7.2
GR000016716,1/31/1995,0.8,13.4,17.4,8.4
GR000016716,2/1/1995,0,13.8,16.8,10.4
GR000016716,2/2/1995,0,11.2,16,6.8
GR000016716,2/3/1995,0,11.3,15.4,7.4
GR000016716,2/4/1995,0,7.5,11.4,5.8
GR000016716,2/5/1995,0,6.4,10.4,0.8
GR000016716,2/6/1995,1.7,6.2,9,5
GR000016716,2/7/1995,0.1,7.6,12.2,3.2
GR000016716,2/8/1995,0,10.2,17,5.8
GR000016716,2/9/1995,0,12.7,17.4,7.2
GR000016716,2/10/1995,0,13.8,17.8,9.4
GR000016716,2/11/1995,0,12.9,18.6,8.4
GR000016716,2/12/1995,0,12.3,17.4,9
GR000016716,2/13/1995,0,12.5,17,8.8
GR000016716,2/14/1995,0,11.3,16.4,5.6
GR000016716,2/15/1995,0,11.7,15.2,9.4
GR000016716,2/16/1995,0,11.3,15,8.2
GR000016716,2/17/1995,3.4,12.8,15.2,11.2
GR000016716,2/18/1995,0,14,17.4,11
GR000016716,2/19/1995,0,13.6,17.2,11.4
GR000016716,2/20/1995,0,10.7,13.8,9.6
GR000016716,2/21/1995,0,10.4,15.8,5.2
GR000016716,2/22/1995,0,11.6,17.8,6.2
GR000016716,2/23/1995,0,12.6,18.2,7
GR000016716,2/24/1995,0,12.9,17.4,9.8
GR000016716,2/25/1995,0,14.1,17.6,9.6
GR000016716,2/26/1995,0,14.9,18.8,10.4
GR000016716,2/27/1995,0,15.1,20.4,9.4
GR000016716,2/28/1995,0,16.1,20.2,10
GR000016716,3/1/1995,0,14,18.4,11.6
GR000016716,3/2/1995,0,12.6,16.6,7.8
GR000016716,3/3/1995,0,15.1,19,12.6
GR000016716,3/4/1995,0,14.2,17.8,9.4
GR000016716,3/5/1995,2.6,14.6,17.4,11.4
GR000016716,3/6/1995,2,12.6,14.8,10.6
GR000016716,3/7/1995,5.5,11.7,14.6,10.6
GR000016716,3/8/1995,0,12.7,15.2,9.6
GR000016716,3/9/1995,0,11.6,15.8,6.2
GR000016716,3/10/1995,0.3,12.5,16.8,9.4
GR000016716,3/11/1995,0,11.3,15.8,9.2
GR000016716,3/12/1995,0,11.3,16.4,5
GR000016716,3/13/1995,3,10,11.6,9
GR000016716,3/14/1995,16.9,8.8,11.4,7.6
GR000016716,3/15/1995,0.8,9.8,14.2,7.2
GR000016716,3/16/1995,0,11.2,15.6,6.4
GR000016716,3/17/1995,0,11.9,16.4,6.4
GR000016716,3/18/1995,0,14,18,6.6
GR000016716,3/19/1995,0,13.6,19,7.8
GR000016716,3/20/1995,0,14.9,18.2,11.8
GR000016716,3/21/1995,0,14.6,19.4,11.2
GR000016716,3/22/1995,0.1,9.6,13.6,7.6
GR000016716,3/23/1995,1.8,7.8,10.8,5.6
GR000016716,3/24/1995,2.1,6.5,10.4,3.8
GR000016716,3/25/1995,0,9.9,15.5,2.2
GR000016716,3/26/1995,0,14.2,17.4,11.4
GR000016716,3/27/1995,0,15.8,18.4,12.6
GR000016716,3/28/1995,0,16.6,18.6,14.2
GR000016716,3/29/1995,0,12.6,17,11.4
GR000016716,3/30/1995,0,13.7,18,8.4
GR000016716,3/31/1995,0,11.8,15.8,9
GR000016716,4/1/1995,0.2,7.9,11.4,5.8
GR000016716,4/2/1995,0,10.2,14,4.6
GR000016716,4/3/1995,0,13.6,18.8,8.2
GR000016716,4/4/1995,0,15.6,20.4,9.8
GR000016716,4/5/1995,0,15.7,21.4,10.4
GR000016716,4/6/1995,0,14.6,19.4,9.8
GR000016716,4/7/1995,0,15,19.6,11.6
GR000016716,4/8/1995,0,15.6,19.2,13.4
GR000016716,4/9/1995,0.7,13.8,18,12
GR000016716,4/10/1995,0,10.6,15,6.6
GR000016716,4/11/1995,0,12.1,15.4,9
GR000016716,4/12/1995,0,12.3,17.2,8.6
GR000016716,4/13/1995,0,12.8,16.2,9.4
GR000016716,4/14/1995,0,13.3,16.8,11.4
GR000016716,4/15/1995,0,14.2,19.2,10.4
GR000016716,4/16/1995,5.2,11.9,13.6,11
GR000016716,4/17/1995,0,14.8,19.2,10.6
GR000016716,4/18/1995,0,15.3,20.8,10.2
GR000016716,4/19/1995,0,14.8,19.4,9.6
GR000016716,4/20/1995,0,14.6,20.2,9.6
GR000016716,4/21/1995,0,15.8,20.4,8.8
GR000016716,4/22/1995,0,16.9,23,10
GR000016716,4/23/1995,0,18.4,23.8,11.6
GR000016716,4/24/1995,0,18.7,25,15.8
GR000016716,4/25/1995,0,18.1,21.4,13.4
GR000016716,4/26/1995,0,18.9,22.8,16
GR000016716,4/27/1995,0,17.5,22.4,13.8
GR000016716,4/28/1995,0,18,23.4,14
GR000016716,4/29/1995,0,18.1,22,13.2
GR000016716,4/30/1995,0,19.3,24.4,12.8
GR000016716,5/1/1995,0,18.8,22.3,16
GR000016716,5/2/1995,0,17.4,21.6,13.8
GR000016716,5/3/1995,0,16.8,21.4,11.4
GR000016716,5/4/1995,0,14.6,18,12.4
GR000016716,5/5/1995,0,15.1,21,9.4
GR000016716,5/6/1995,3.7,14.3,20.4,9.8
GR000016716,5/7/1995,0,16,20,8.4
GR000016716,5/8/1995,0,20,23,16.8
GR000016716,5/9/1995,0,20.5,25,16.8
GR000016716,5/10/1995,0,20.3,25.4,15.6
GR000016716,5/11/1995,0,19.5,22.6,14.8
GR000016716,5/12/1995,0,21.8,27,16.8
GR000016716,5/13/1995,0,21.6,26.2,20
GR000016716,5/14/1995,0,19.9,24.8,17.2
GR000016716,5/15/1995,0,18.7,24,14.2
GR000016716,5/16/1995,0,18.6,23.2,13.2
GR000016716,5/17/1995,0,18.3,24,12
GR000016716,5/18/1995,0,18.7,22.4,14.4
GR000016716,5/19/1995,0,19.1,23.7,13.4
GR000016716,5/20/1995,0,20.2,24.8,13.6
GR000016716,5/21/1995,2.2,19.9,22.2,17.8
GR000016716,5/22/1995,0,20.8,23.8,18.6
GR000016716,5/23/1995,0,21.1,26.2,18
GR000016716,5/24/1995,0,20.4,25.2,15.4
GR000016716,5/25/1995,0,22.1,27.8,15.4
GR000016716,5/26/1995,0,25,31.4,15.8
GR000016716,5/27/1995,0,26.3,31,21.4
GR000016716,5/28/1995,0,27.1,32,22
GR000016716,5/29/1995,0,26.2,31.4,23
GR000016716,5/30/1995,0,24.4,30.8,19.2
GR000016716,5/31/1995,0,24,29,18
GR000016716,6/1/1995,0,24.7,29,19.4
GR000016716,6/2/1995,0,25.3,28,22
GR000016716,6/3/1995,0,23.7,28,20.2
GR000016716,6/4/1995,0,24.1,29.8,19.4
GR000016716,6/5/1995,0,23.8,29.4,18.8
GR000016716,6/6/1995,0,24.3,29.6,18.6
GR000016716,6/7/1995,0,24.6,28.8,18.6
GR000016716,6/8/1995,0,25.6,30.8,22
GR000016716,6/9/1995,0,23.9,28.4,20.2
GR000016716,6/10/1995,0,23.6,27.6,20
GR000016716,6/11/1995,0,24.1,28,18.4
GR000016716,6/12/1995,0.2,25.1,29.2,19
GR000016716,6/13/1995,0.4,25.4,32,20.8
GR000016716,6/14/1995,0,27.4,33.2,20.6
GR000016716,6/15/1995,0,28.1,34.6,23.2
GR000016716,6/16/1995,0,27.5,35,23.2
GR000016716,6/17/1995,0,26.7,31.6,23
GR000016716,6/18/1995,0,26.9,31.8,22.8
GR000016716,6/19/1995,0,26.4,31.2,22
GR000016716,6/20/1995,0,26.6,31.6,22
GR000016716,6/21/1995,0,26.2,31.4,20
GR000016716,6/22/1995,0,26.1,31.2,20
GR000016716,6/23/1995,0,26.4,32,20.8
GR000016716,6/24/1995,0,27.2,32,23.4
GR000016716,6/25/1995,0,28.6,33,22.4
GR000016716,6/26/1995,0,30.2,35.2,25
GR000016716,6/27/1995,0,28,32,25.4
GR000016716,6/28/1995,0,26.7,29.8,23
GR000016716,6/29/1995,0,27.2,33.4,23
GR000016716,6/30/1995,0,26.5,30.6,23.4
GR000016716,7/1/1995,19,24.7,31,20.2
GR000016716,7/2/1995,0,27.6,32,21.2
GR000016716,7/3/1995,0,28.8,34.2,24.4
GR000016716,7/4/1995,0,26.6,32.2,20.2
